0,182,30,365,730,91,Date,Name
,0.0049,0.0022,0.0066,0.0086,0.0034,25/10/2016,USD
,0.0046,0.0023,0.0066,0.0084,0.0033,24/10/2016,USD
,0.0047,0.0025,0.0066,0.0084,0.0034,21/10/2016,USD
,0.0048,0.0025,0.0066,0.0084,0.0035,20/10/2016,USD
,0.0048,0.0025,0.0065,0.0081,0.0035,19/10/2016,USD
,0.0047,0.0026,0.0066,0.0082,0.0034,18/10/2016,USD
,0.0047,0.0024,0.0065,0.0081,0.0034,17/10/2016,USD
,0.0046,0.0026,0.0066,0.0084,0.0032,14/10/2016,USD
,0.0045,0.0026,0.0066,0.0085,0.003,13/10/2016,USD
,0.0049,0.0026,0.0068,0.0087,0.0037,12/10/2016,USD
,0.0048,0.0027,0.0069,0.0087,0.0035,11/10/2016,USD
,0.0046,0.0026,0.0066,0.0083,0.0033,07/10/2016,USD
,0.0046,0.0026,0.0065,0.0086,0.0033,06/10/2016,USD
,0.0048,0.0026,0.0065,0.0085,0.0032,05/10/2016,USD
,0.0048,0.0028,0.0064,0.0082,0.0033,04/10/2016,USD
,0.0048,0.0025,0.0063,0.008,0.0032,03/10/2016,USD
,0.0045,0.002,0.0059,0.0077,0.0029,30/09/2016,USD
,0.0043,0.0012,0.0059,0.0073,0.0026,29/09/2016,USD
,0.0044,0.0014,0.006,0.0075,0.0027,28/09/2016,USD
,0.0042,0.0016,0.0058,0.0075,0.0026,27/09/2016,USD
,0.0042,0.0012,0.0058,0.0076,0.0025,26/09/2016,USD
,0.004,0.0009,0.006,0.0077,0.0018,23/09/2016,USD
,0.0039,0.001,0.006,0.0079,0.0018,22/09/2016,USD
,0.0044,0.0012,0.0061,0.0079,0.0022,21/09/2016,USD
,0.0049,0.0017,0.0061,0.0079,0.003,20/09/2016,USD
,0.0048,0.0016,0.006,0.0079,0.003,19/09/2016,USD
,0.005,0.002,0.0061,0.0077,0.003,16/09/2016,USD
,0.0049,0.002,0.006,0.0074,0.0029,15/09/2016,USD
,0.0052,0.0024,0.0062,0.0077,0.0033,14/09/2016,USD
,0.0054,0.0025,0.0063,0.008,0.0036,13/09/2016,USD
,0.0053,0.0024,0.0057,0.0079,0.0037,12/09/2016,USD
,0.0051,0.0024,0.0058,0.0079,0.0035,09/09/2016,USD
,0.005,0.0026,0.0057,0.0078,0.0035,08/09/2016,USD
,0.0049,0.0025,0.0057,0.0074,0.0034,07/09/2016,USD
,0.0045,0.0024,0.0056,0.0074,0.0032,06/09/2016,USD
,0.0045,0.0025,0.0059,0.008,0.0033,02/09/2016,USD
,0.0047,0.0027,0.006,0.0078,0.0033,01/09/2016,USD
,0.0047,0.0026,0.0061,0.008,0.0033,31/08/2016,USD
,0.0047,0.0023,0.0061,0.008,0.0033,30/08/2016,USD
,0.0049,0.0025,0.0062,0.0081,0.0033,29/08/2016,USD
,0.0047,0.0028,0.0062,0.0084,0.0034,26/08/2016,USD
,0.0046,0.0028,0.006,0.0078,0.0033,25/08/2016,USD
,0.0046,0.0028,0.0059,0.0076,0.0031,24/08/2016,USD
,0.0045,0.0028,0.0058,0.0074,0.003,23/08/2016,USD
,0.0045,0.0024,0.0058,0.0076,0.0029,22/08/2016,USD
,0.0044,0.0027,0.0059,0.0076,0.003,19/08/2016,USD
,0.0044,0.0027,0.0058,0.0071,0.003,18/08/2016,USD
,0.0046,0.0027,0.0058,0.0074,0.003,17/08/2016,USD
,0.0045,0.0027,0.0057,0.0076,0.0027,16/08/2016,USD
,0.0046,0.0026,0.0056,0.0072,0.0031,15/08/2016,USD
,0.0043,0.0027,0.0056,0.0071,0.0029,12/08/2016,USD
,0.0045,0.0027,0.0055,0.0076,0.0028,11/08/2016,USD
,0.0043,0.0027,0.0055,0.0069,0.0028,10/08/2016,USD
,0.0044,0.0027,0.0055,0.0071,0.0029,09/08/2016,USD
,0.0045,0.0027,0.0057,0.0074,0.0031,08/08/2016,USD
,0.0045,0.0023,0.0056,0.0072,0.0028,05/08/2016,USD
,0.0041,0.0024,0.0051,0.0064,0.0026,04/08/2016,USD
,0.0042,0.0026,0.0053,0.0067,0.0028,03/08/2016,USD
,0.0041,0.0028,0.005,0.0067,0.0029,02/08/2016,USD
,0.004,0.002,0.005,0.0067,0.0029,01/08/2016,USD
,0.0038,0.0019,0.005,0.0067,0.0028,29/07/2016,USD
,0.0039,0.0019,0.0053,0.0072,0.0025,28/07/2016,USD
,0.004,0.0025,0.0053,0.0073,0.0031,27/07/2016,USD
,0.0043,0.0024,0.0055,0.0075,0.0031,26/07/2016,USD
,0.0044,0.0028,0.0055,0.0072,0.0032,25/07/2016,USD
,0.0044,0.0029,0.0055,0.0071,0.0033,22/07/2016,USD
,0.0044,0.0028,0.0054,0.007,0.0032,21/07/2016,USD
,0.0044,0.0028,0.0056,0.0073,0.0032,20/07/2016,USD
,0.0044,0.0029,0.0056,0.007,0.0031,19/07/2016,USD
,0.0044,0.0026,0.0052,0.0068,0.0032,18/07/2016,USD
,0.0042,0.0027,0.0052,0.0071,0.0032,15/07/2016,USD
,0.0041,0.0029,0.0053,0.0068,0.0032,14/07/2016,USD
,0.004,0.0029,0.0051,0.0068,0.0031,13/07/2016,USD
,0.004,0.0029,0.0052,0.0069,0.0029,12/07/2016,USD
,0.004,0.0028,0.005,0.0066,0.0031,11/07/2016,USD
,0.0036,0.0026,0.0048,0.0061,0.0028,08/07/2016,USD
,0.0037,0.0027,0.0047,0.0058,0.0029,07/07/2016,USD
,0.0036,0.0026,0.0046,0.0058,0.0027,06/07/2016,USD
,0.0035,0.0027,0.0044,0.0056,0.0028,05/07/2016,USD
,0.0037,0.0024,0.0045,0.0059,0.0028,01/07/2016,USD
,0.0036,0.002,0.0045,0.0058,0.0026,30/06/2016,USD
,0.0035,0.0018,0.0046,0.0062,0.0026,29/06/2016,USD
,0.0035,0.0025,0.0045,0.0061,0.0026,28/06/2016,USD
,0.0035,0.0022,0.0045,0.0061,0.0027,27/06/2016,USD
,0.0038,0.0024,0.0048,0.0064,0.0027,24/06/2016,USD
,0.0043,0.0027,0.0058,0.0078,0.0031,23/06/2016,USD
,0.004,0.0025,0.0056,0.0075,0.0027,22/06/2016,USD
,0.0041,0.0025,0.0057,0.0076,0.0027,21/06/2016,USD
,0.0041,0.0023,0.0056,0.0074,0.0028,20/06/2016,USD
,0.0037,0.0022,0.0051,0.007,0.0027,17/06/2016,USD
,0.0036,0.0023,0.0053,0.007,0.0027,16/06/2016,USD
,0.0037,0.0023,0.0052,0.0069,0.0026,15/06/2016,USD
,0.0041,0.0024,0.0055,0.0074,0.0027,14/06/2016,USD
,0.004,0.0023,0.0055,0.0073,0.0027,13/06/2016,USD
,0.0042,0.0018,0.0057,0.0073,0.0026,10/06/2016,USD
,0.0043,0.0021,0.0059,0.0077,0.0026,09/06/2016,USD
,0.0043,0.002,0.006,0.0078,0.0024,08/06/2016,USD
,0.0043,0.002,0.0059,0.0078,0.0028,07/06/2016,USD
,0.0043,0.0019,0.006,0.008,0.0028,06/06/2016,USD
,0.0043,0.0019,0.006,0.0078,0.003,03/06/2016,USD
,0.0048,0.0019,0.0068,0.0089,0.0029,02/06/2016,USD
,0.0049,0.0027,0.007,0.0091,0.003,01/06/2016,USD
,0.0049,0.0027,0.0068,0.0087,0.0034,31/05/2016,USD
,0.0047,0.0023,0.0068,0.009,0.0032,27/05/2016,USD
,0.0046,0.0017,0.0065,0.0087,0.0031,26/05/2016,USD
,0.0047,0.0024,0.0067,0.0092,0.0033,25/05/2016,USD
,0.0048,0.0028,0.0069,0.0092,0.0035,24/05/2016,USD
,0.0048,0.0026,0.0069,0.0091,0.0035,23/05/2016,USD
,0.0046,0.0026,0.0067,0.0089,0.0033,20/05/2016,USD
,0.0043,0.0025,0.0064,0.0089,0.0031,19/05/2016,USD
,0.0043,0.0025,0.0063,0.009,0.003,18/05/2016,USD
,0.004,0.0025,0.0058,0.0082,0.0028,17/05/2016,USD
,0.0038,0.0021,0.0057,0.0079,0.0028,16/05/2016,USD
,0.0038,0.0025,0.0055,0.0076,0.0029,13/05/2016,USD
,0.0037,0.0025,0.0054,0.0076,0.0027,12/05/2016,USD
,0.0037,0.0025,0.0053,0.0074,0.0026,11/05/2016,USD
,0.0036,0.0025,0.0052,0.0072,0.0024,10/05/2016,USD
,0.0038,0.0021,0.0051,0.0072,0.0024,09/05/2016,USD
,0.0039,0.002,0.0051,0.0074,0.0019,06/05/2016,USD
,0.0039,0.002,0.0051,0.0072,0.002,05/05/2016,USD
,0.0039,0.0018,0.0052,0.0075,0.0019,04/05/2016,USD
,0.004,0.0018,0.0053,0.0075,0.0021,03/05/2016,USD
,0.0041,0.0011,0.0055,0.008,0.0022,02/05/2016,USD
,0.004,0.0016,0.0056,0.0077,0.0022,29/04/2016,USD
,0.0039,0.0017,0.0056,0.0078,0.0022,28/04/2016,USD
,0.004,0.0018,0.0058,0.0083,0.0024,27/04/2016,USD
,0.0043,0.0019,0.0061,0.0086,0.0024,26/04/2016,USD
,0.004,0.0017,0.0057,0.0085,0.0025,25/04/2016,USD
,0.0038,0.0019,0.0056,0.0084,0.0023,22/04/2016,USD
,0.0037,0.0019,0.0056,0.0082,0.0023,21/04/2016,USD
,0.0036,0.0018,0.0054,0.008,0.0023,20/04/2016,USD
,0.0036,0.0018,0.0053,0.0077,0.0021,19/04/2016,USD
,0.0035,0.0016,0.0052,0.0075,0.0022,18/04/2016,USD
,0.0037,0.0019,0.0053,0.0074,0.0022,15/04/2016,USD
,0.0037,0.0021,0.0055,0.0077,0.0022,14/04/2016,USD
,0.0036,0.0021,0.0055,0.0075,0.0023,13/04/2016,USD
,0.0034,0.0021,0.0054,0.0074,0.0022,12/04/2016,USD
,0.0034,0.0019,0.0053,0.007,0.0023,11/04/2016,USD
,0.0034,0.002,0.0054,0.007,0.0023,08/04/2016,USD
,0.0036,0.002,0.0052,0.007,0.0023,07/04/2016,USD
,0.0036,0.0019,0.0055,0.0073,0.0023,06/04/2016,USD
,0.0036,0.0019,0.0056,0.0072,0.0023,05/04/2016,USD
,0.0038,0.0018,0.0059,0.0075,0.0023,04/04/2016,USD
,0.004,0.002,0.0062,0.0076,0.0023,01/04/2016,USD
,0.0039,0.0018,0.0059,0.0073,0.0021,31/03/2016,USD
,0.0039,0.0014,0.0061,0.0076,0.002,30/03/2016,USD
,0.0045,0.0018,0.0063,0.0078,0.0023,29/03/2016,USD
,0.0049,0.0019,0.0065,0.0089,0.0029,28/03/2016,USD
,0.0046,0.0024,0.0063,0.0089,0.003,24/03/2016,USD
,0.0046,0.0027,0.0064,0.0087,0.003,23/03/2016,USD
,0.0046,0.0028,0.0064,0.0091,0.003,22/03/2016,USD
,0.0046,0.0026,0.0063,0.0087,0.0031,21/03/2016,USD
,0.0044,0.0027,0.0062,0.0084,0.003,18/03/2016,USD
,0.0047,0.0029,0.0064,0.0087,0.0029,17/03/2016,USD
,0.0047,0.0028,0.0066,0.0087,0.0031,16/03/2016,USD
,0.0052,0.0029,0.0071,0.0098,0.0034,15/03/2016,USD
,0.0052,0.0028,0.007,0.0097,0.0034,14/03/2016,USD
,0.0051,0.0027,0.007,0.0097,0.0033,11/03/2016,USD
,0.005,0.0027,0.0069,0.0093,0.0032,10/03/2016,USD
,0.0047,0.0027,0.0068,0.009,0.003,09/03/2016,USD
,0.0048,0.0027,0.0068,0.0088,0.0029,08/03/2016,USD
,0.0049,0.0027,0.0067,0.0091,0.0032,07/03/2016,USD
,0.0047,0.0025,0.0067,0.0088,0.0029,04/03/2016,USD
,0.0046,0.0025,0.0065,0.0085,0.0028,03/03/2016,USD
,0.0048,0.0028,0.0067,0.0085,0.0036,02/03/2016,USD
,0.005,0.0029,0.0068,0.0085,0.0033,01/03/2016,USD
,0.0049,0.0023,0.0062,0.0078,0.0033,29/02/2016,USD
,0.0047,0.0026,0.006,0.008,0.0033,26/02/2016,USD
,0.0046,0.0027,0.0056,0.0072,0.0032,25/02/2016,USD
,0.0046,0.0028,0.0055,0.0075,0.0033,24/02/2016,USD
,0.0047,0.0028,0.0055,0.0076,0.0032,23/02/2016,USD
,0.0046,0.0028,0.0055,0.0078,0.0033,22/02/2016,USD
,0.0046,0.0026,0.0053,0.0076,0.0031,19/02/2016,USD
,0.0045,0.0028,0.0053,0.0071,0.003,18/02/2016,USD
,0.0043,0.0028,0.0053,0.0074,0.003,17/02/2016,USD
,0.0042,0.0023,0.0051,0.0074,0.003,16/02/2016,USD
,0.0039,0.0026,0.0051,0.0071,0.003,12/02/2016,USD
,0.0039,0.0027,0.0047,0.0064,0.0028,11/02/2016,USD
,0.0042,0.0027,0.0052,0.0071,0.0031,10/02/2016,USD
,0.0043,0.0027,0.0052,0.0069,0.003,09/02/2016,USD
,0.0042,0.0021,0.0051,0.0066,0.0032,08/02/2016,USD
,0.0045,0.0023,0.0055,0.0074,0.003,05/02/2016,USD
,0.0043,0.0024,0.0052,0.007,0.0029,04/02/2016,USD
,0.0046,0.0027,0.0054,0.0072,0.0033,03/02/2016,USD
,0.0047,0.0026,0.0054,0.0075,0.0034,02/02/2016,USD
,0.0047,0.0019,0.0047,0.0081,0.0035,01/02/2016,USD
,0.0043,0.0022,0.0047,0.0076,0.0033,29/01/2016,USD
,0.0045,0.0026,0.0047,0.0083,0.0035,28/01/2016,USD
,0.0043,0.0028,0.0047,0.0084,0.0032,27/01/2016,USD
,0.0045,0.0029,0.0047,0.0085,0.0031,26/01/2016,USD
,0.0042,0.0025,0.0047,0.0088,0.0031,25/01/2016,USD
,0.0041,0.0026,0.0047,0.0088,0.0031,22/01/2016,USD
,0.0038,0.0027,0.0044,0.0084,0.0028,21/01/2016,USD
,0.0035,0.0026,0.0043,0.0085,0.0026,20/01/2016,USD
,0.0037,0.0021,0.0048,0.0088,0.0026,19/01/2016,USD
,0.0037,0.0019,0.0049,0.0085,0.0024,15/01/2016,USD
,0.0043,0.0022,0.0055,0.009,0.0025,14/01/2016,USD
,0.0046,0.0022,0.006,0.0091,0.0022,13/01/2016,USD
,0.0047,0.0022,0.0062,0.0093,0.0021,12/01/2016,USD
,0.0048,0.0019,0.0063,0.0094,0.0021,11/01/2016,USD
,0.0045,0.002,0.0064,0.0094,0.002,08/01/2016,USD
,0.0046,0.002,0.0066,0.0096,0.002,07/01/2016,USD
,0.0047,0.0021,0.0067,0.0099,0.0021,06/01/2016,USD
,0.0049,0.002,0.0068,0.0104,0.002,05/01/2016,USD
,0.0049,0.0017,0.0061,0.0102,0.0022,04/01/2016,USD
,0.0049,0.0014,0.0065,0.0106,0.0016,31/12/2015,USD
,0.0047,0.0008,0.0064,0.0108,0.0021,30/12/2015,USD
,0.005,0.0018,0.0067,0.0109,0.0023,29/12/2015,USD
,0.0051,0.0013,0.0066,0.0105,0.0023,28/12/2015,USD
,0.0049,0.0015,0.0064,0.0103,0.002,24/12/2015,USD
,0.0047,0.0019,0.0065,0.0101,0.002,23/12/2015,USD
,0.0047,0.0019,0.0066,0.0099,0.0021,22/12/2015,USD
,0.0051,0.0014,0.0064,0.0096,0.0024,21/12/2015,USD
,0.0047,0.0016,0.0067,0.0097,0.0019,18/12/2015,USD
,0.0048,0.0018,0.0069,0.01,0.0023,17/12/2015,USD
,0.0051,0.002,0.007,0.0102,0.0027,16/12/2015,USD
,0.0054,0.0021,0.0069,0.0098,0.0025,15/12/2015,USD
,0.0054,0.0013,0.0068,0.0097,0.0026,14/12/2015,USD
,0.0052,0.0015,0.0068,0.0088,0.0023,11/12/2015,USD
,0.0055,0.0019,0.0071,0.0095,0.0024,10/12/2015,USD
,0.0053,0.0019,0.0072,0.0093,0.0026,09/12/2015,USD
,0.0058,0.0023,0.0076,0.0094,0.0027,08/12/2015,USD
,0.0057,0.0021,0.0067,0.0094,0.0029,07/12/2015,USD
,0.0049,0.0017,0.006,0.0096,0.0023,04/12/2015,USD
,0.0045,0.0018,0.0057,0.0096,0.0021,03/12/2015,USD
,0.0042,0.0019,0.0052,0.0094,0.0021,02/12/2015,USD
,0.0042,0.0019,0.0051,0.0091,0.0021,01/12/2015,USD
,0.0042,0.0011,0.0051,0.0094,0.0022,30/11/2015,USD
,0.0038,0.0013,0.005,0.0092,0.0018,27/11/2015,USD
,0.0039,0.0014,0.0052,0.0093,0.0019,25/11/2015,USD
,0.0036,0.0013,0.0052,0.0093,0.0016,24/11/2015,USD
,0.0035,0.0006,0.005,0.0094,0.0014,23/11/2015,USD
,0.0031,0.0005,0.0049,0.0093,0.0012,20/11/2015,USD
,0.0031,0.0006,0.0049,0.0091,0.0011,19/11/2015,USD
,0.0031,0.0007,0.0049,0.009,0.0012,18/11/2015,USD
,0.0034,0.0007,0.005,0.0086,0.0014,17/11/2015,USD
,0.0033,0.0005,0.005,0.0088,0.0015,16/11/2015,USD
,0.0031,0.0003,0.005,0.0086,0.0014,13/11/2015,USD
,0.0035,0.0008,0.0051,0.0089,0.0014,12/11/2015,USD
,0.0034,0.0008,0.0051,0.0087,0.0013,10/11/2015,USD
,0.0034,0.0006,0.0047,0.0089,0.0014,09/11/2015,USD
,0.0032,0.0004,0.0047,0.009,0.0008,06/11/2015,USD
,0.0027,0.0004,0.0042,0.0085,0.0005,05/11/2015,USD
,0.0027,0.0007,0.004,0.0084,0.0005,04/11/2015,USD
,0.0026,0.0007,0.0039,0.008,0.0006,03/11/2015,USD
,0.0027,0.0001,0.0037,0.0077,0.0008,02/11/2015,USD
,0.0023,0.0001,0.0034,0.0075,0.0008,30/10/2015,USD
,0.0021,0.0002,0.0033,0.0075,0.0007,29/10/2015,USD
,0.0021,0.0003,0.0033,0.0073,0.0004,28/10/2015,USD
,0.0018,0.0001,0.0029,0.0065,0.0003,27/10/2015,USD
,0.0016,0.0001,0.0025,0.0066,0.0002,26/10/2015,USD
,0.0013,0.0001,0.0024,0.0066,0.0001,23/10/2015,USD
,0.0011,0.0002,0.0023,0.0061,0,22/10/2015,USD
,0.0012,0.0001,0.0023,0.0064,0.0001,21/10/2015,USD
,0.0012,0.0008,0.0023,0.0066,0.0002,20/10/2015,USD
,0.0012,0.0006,0.0023,0.0061,0.0002,19/10/2015,USD
,0.0007,0.0003,0.0023,0.0061,0.0001,16/10/2015,USD
,0.0008,0,0.0022,0.0061,0.0001,15/10/2015,USD
,0.0008,0,0.0021,0.0057,0,14/10/2015,USD
,0.0008,0,0.0027,0.0064,0.0001,13/10/2015,USD
,0.0007,0.0001,0.0028,0.0065,0.0001,09/10/2015,USD
,0.0007,0,0.0027,0.0065,0,08/10/2015,USD
,0.0008,0,0.0027,0.0065,0,07/10/2015,USD
,0.0007,0,0.0026,0.0061,0,06/10/2015,USD
,0.0006,0,0.0026,0.0061,0.0001,05/10/2015,USD
,0.0006,0,0.0025,0.0058,0,02/10/2015,USD
,0.0008,0,0.0031,0.0064,0,01/10/2015,USD
,0.0008,0,0.0033,0.0064,0,30/09/2015,USD
,0.0009,0,0.0033,0.0064,0.0001,29/09/2015,USD
,0.001,0,0.0034,0.0067,0.0001,28/09/2015,USD
,0.0007,0,0.0035,0.007,0,25/09/2015,USD
,0.0009,0,0.0032,0.0067,0.0001,24/09/2015,USD
,0.0009,0,0.0034,0.007,0.0001,23/09/2015,USD
,0.001,0,0.0035,0.0069,0,22/09/2015,USD
,0.0011,0,0.0036,0.0072,0.0001,21/09/2015,USD
,0.001,0,0.0035,0.0069,0,18/09/2015,USD
,0.0016,0,0.0039,0.007,0.0001,17/09/2015,USD
,0.0024,0,0.0046,0.0082,0.0006,16/09/2015,USD
,0.0027,0,0.0047,0.0082,0.0007,15/09/2015,USD
,0.0026,0.0002,0.004,0.0073,0.0007,14/09/2015,USD
,0.0025,0.0004,0.004,0.0071,0.0004,11/09/2015,USD
,0.0025,0.0002,0.0039,0.0075,0.0002,10/09/2015,USD
,0.0026,0.0002,0.0039,0.0075,0.0003,09/09/2015,USD
,0.0027,0.0002,0.0039,0.0074,0.0006,08/09/2015,USD
,0.0023,0.0002,0.0036,0.0071,0.0002,04/09/2015,USD
,0.0024,0.0002,0.0036,0.0071,0.0002,03/09/2015,USD
,0.0025,0.0001,0.0037,0.0072,0.0003,02/09/2015,USD
,0.0026,0.0001,0.0039,0.007,0.0003,01/09/2015,USD
,0.0027,0,0.0039,0.0074,0.0008,31/08/2015,USD
,0.0025,0.0002,0.0038,0.0072,0.0006,28/08/2015,USD
,0.0022,0.0002,0.0036,0.0068,0.0006,27/08/2015,USD
,0.002,0.0003,0.0035,0.0067,0.0006,26/08/2015,USD
,0.0019,0.0004,0.0036,0.0067,0.0007,25/08/2015,USD
,0.002,0.0002,0.0033,0.0059,0.0006,24/08/2015,USD
,0.0021,0.0002,0.0036,0.0064,0.0003,21/08/2015,USD
,0.0022,0.0001,0.0039,0.0069,0.0002,20/08/2015,USD
,0.0022,0.0005,0.0039,0.0067,0.0005,19/08/2015,USD
,0.0025,0.0005,0.0042,0.0074,0.0007,18/08/2015,USD
,0.0024,0.0003,0.004,0.0072,0.001,17/08/2015,USD
,0.0025,0.0004,0.0041,0.0073,0.0009,14/08/2015,USD
,0.0024,0.0006,0.004,0.0072,0.001,13/08/2015,USD
,0.0022,0.0006,0.0037,0.0067,0.001,12/08/2015,USD
,0.0023,0.0006,0.0037,0.0068,0.001,11/08/2015,USD
,0.0024,0.0003,0.004,0.0073,0.0012,10/08/2015,USD
,0.0023,0.0003,0.0038,0.0073,0.0006,07/08/2015,USD
,0.002,0.0004,0.0035,0.0071,0.0004,06/08/2015,USD
,0.0019,0.0005,0.0038,0.0073,0.0008,05/08/2015,USD
,0.0018,0.0005,0.0037,0.0074,0.0008,04/08/2015,USD
,0.0017,0.0003,0.0033,0.0068,0.0008,03/08/2015,USD
,0.0014,0.0004,0.0033,0.0067,0.0008,31/07/2015,USD
,0.0015,0.0005,0.0036,0.0072,0.0007,30/07/2015,USD
,0.0014,0.0005,0.0033,0.007,0.0006,29/07/2015,USD
,0.0014,0.0005,0.0032,0.0069,0.0005,28/07/2015,USD
,0.0015,0.0004,0.0032,0.0068,0.0005,27/07/2015,USD
,0.0014,0.0004,0.0032,0.007,0.0004,24/07/2015,USD
,0.0013,0.0004,0.0033,0.0071,0.0003,23/07/2015,USD
,0.0013,0.0004,0.0034,0.0075,0.0004,22/07/2015,USD
,0.0013,0.0004,0.0034,0.0071,0.0003,21/07/2015,USD
,0.0014,0.0003,0.0031,0.0071,0.0004,20/07/2015,USD
,0.0011,0.0003,0.0029,0.0068,0.0003,17/07/2015,USD
,0.001,0.0003,0.0029,0.0067,0.0002,16/07/2015,USD
,0.0011,0.0003,0.0028,0.0064,0.0002,15/07/2015,USD
,0.001,0.0003,0.0027,0.0066,0.0001,14/07/2015,USD
,0.001,0.0002,0.0028,0.0069,0.0002,13/07/2015,USD
,0.0009,0.0001,0.0028,0.0065,0.0001,10/07/2015,USD
,0.0008,0.0002,0.0025,0.006,0.0003,09/07/2015,USD
,0.0008,0.0002,0.0024,0.0055,0.0002,08/07/2015,USD
,0.0008,0.0002,0.0025,0.0058,0.0002,07/07/2015,USD
,0.0009,0.0001,0.0026,0.006,0.0002,06/07/2015,USD
,0.001,0.0001,0.0026,0.0064,0.0001,02/07/2015,USD
,0.0013,0.0001,0.0028,0.0069,0.0001,01/07/2015,USD
,0.0011,0.0002,0.0028,0.0064,0.0001,30/06/2015,USD
,0.0011,0,0.0027,0.0064,0.0002,29/06/2015,USD
,0.0008,0,0.0029,0.0072,0.0001,26/06/2015,USD
,0.0007,0,0.0029,0.0068,0.0001,25/06/2015,USD
,0.0008,0,0.003,0.0068,0.0001,24/06/2015,USD
,0.0009,0,0.003,0.007,0.0001,23/06/2015,USD
,0.0008,0,0.0027,0.0068,0.0001,22/06/2015,USD
,0.0005,0,0.0025,0.0065,0.0001,19/06/2015,USD
,0.0008,0,0.0026,0.0066,0.0001,18/06/2015,USD
,0.001,0,0.0027,0.0067,0.0001,17/06/2015,USD
,0.0011,0,0.0028,0.0071,0.0001,16/06/2015,USD
,0.0011,0,0.0028,0.0072,0.0002,15/06/2015,USD
,0.001,0.0001,0.0028,0.0074,0.0002,12/06/2015,USD
,0.001,0.0001,0.0028,0.0073,0.0001,11/06/2015,USD
,0.001,0.0001,0.0028,0.0075,0.0002,10/06/2015,USD
,0.0008,0.0001,0.0027,0.0072,0.0002,09/06/2015,USD
,0.0009,0.0001,0.0027,0.007,0.0002,08/06/2015,USD
,0.0008,0.0002,0.0029,0.0073,0.0003,05/06/2015,USD
,0.0008,0.0002,0.0027,0.0066,0.0002,04/06/2015,USD
,0.0007,0.0002,0.0026,0.0069,0.0002,03/06/2015,USD
,0.0007,0.0002,0.0026,0.0064,0.0001,02/06/2015,USD
,0.0007,0.0002,0.0026,0.0064,0.0002,01/06/2015,USD
,0.0006,0.0001,0.0026,0.0061,0.0001,29/05/2015,USD
,0.0008,0.0001,0.0026,0.0062,0.0001,28/05/2015,USD
,0.0009,0.0002,0.0027,0.0064,0.0001,27/05/2015,USD
,0.0009,0.0001,0.0024,0.0064,0.0002,26/05/2015,USD
,0.0008,0.0001,0.0023,0.0064,0.0002,22/05/2015,USD
,0.0007,0.0002,0.0022,0.006,0.0002,21/05/2015,USD
,0.0008,0.0002,0.0023,0.006,0.0002,20/05/2015,USD
,0.0007,0.0002,0.0023,0.0063,0.0002,19/05/2015,USD
,0.0008,0.0001,0.0022,0.0058,0.0002,18/05/2015,USD
,0.0009,0.0002,0.0023,0.0055,0.0002,15/05/2015,USD
,0.0008,0,0.0023,0.0056,0.0001,14/05/2015,USD
,0.0009,0.0002,0.0024,0.0059,0.0002,13/05/2015,USD
,0.0009,0.0001,0.0025,0.0061,0.0003,12/05/2015,USD
,0.0009,0.0002,0.0025,0.0062,0.0002,11/05/2015,USD
,0.0008,0.0001,0.0023,0.0059,0.0001,08/05/2015,USD
,0.0008,0.0001,0.0024,0.0063,0.0001,07/05/2015,USD
,0.0008,0.0002,0.0025,0.0065,0.0002,06/05/2015,USD
,0.0008,0.0001,0.0024,0.0062,0.0001,05/05/2015,USD
,0.0008,0.0001,0.0025,0.006,0.0002,04/05/2015,USD
,0.0005,0,0.0025,0.006,0.0001,01/05/2015,USD
,0.0006,0,0.0024,0.0058,0.0001,30/04/2015,USD
,0.0007,0,0.0025,0.0056,0.0001,29/04/2015,USD
,0.0009,0,0.0024,0.0056,0.0002,28/04/2015,USD
,0.001,0.0001,0.0025,0.0054,0.0002,27/04/2015,USD
,0.001,0.0003,0.0024,0.0054,0.0003,24/04/2015,USD
,0.0009,0.0001,0.0024,0.0055,0.0003,23/04/2015,USD
,0.001,0.0001,0.0023,0.0057,0.0003,22/04/2015,USD
,0.0009,0.0002,0.0023,0.0055,0.0003,21/04/2015,USD
,0.001,0.0003,0.0024,0.0055,0.0003,20/04/2015,USD
,0.0008,0.0003,0.0023,0.0051,0.0001,17/04/2015,USD
,0.0008,0.0003,0.0022,0.005,0.0002,16/04/2015,USD
,0.0008,0.0002,0.0023,0.0051,0.0002,15/04/2015,USD
,0.001,0.0002,0.0023,0.0053,0.0002,14/04/2015,USD
,0.0011,0.0002,0.0023,0.0054,0.0003,13/04/2015,USD
,0.0009,0.0001,0.0024,0.0057,0.0002,10/04/2015,USD
,0.001,0.0002,0.0022,0.0056,0.0003,09/04/2015,USD
,0.001,0.0002,0.0022,0.0054,0.0003,08/04/2015,USD
,0.001,0.0002,0.0022,0.0052,0.0002,07/04/2015,USD
,0.001,0.0002,0.0021,0.0051,0.0003,06/04/2015,USD
,0.001,0.0004,0.0021,0.0049,0.0002,03/04/2015,USD
,0.001,0.0002,0.0025,0.0055,0.0002,02/04/2015,USD
,0.0012,0.0002,0.0027,0.0055,0.0003,01/04/2015,USD
,0.0014,0.0005,0.0026,0.0056,0.0003,31/03/2015,USD
,0.0014,0.0002,0.0027,0.0058,0.0004,30/03/2015,USD
